Not_Survived,Pclass3,Male,Adult(19~40),Embarked_at_S
Survived,Pclass1,Female,Adult(19~40),Embarked_at_C
Survived,Pclass3,Female,Adult(19~40),Embarked_at_S
Survived,Pclass1,Female,Adult(19~40),Embarked_at_S
Not_Survived,Pclass3,Male,Adult(19~40),Embarked_at_S
Not_Survived,Pclass3,Male,Kids(0~8),Embarked_at_Q
Not_Survived,Pclass1,Male,Middle(41~65),Embarked_at_S
Not_Survived,Pclass3,Male,Kids(0~8),Embarked_at_S
Survived,Pclass3,Female,Adult(19~40),Embarked_at_S
Survived,Pclass2,Female,Teenager(9~18),Embarked_at_C
Survived,Pclass3,Female,Kids(0~8),Embarked_at_S
Survived,Pclass1,Female,Middle(41~65),Embarked_at_S
Not_Survived,Pclass3,Male,Adult(19~40),Embarked_at_S
Not_Survived,Pclass3,Male,Adult(19~40),Embarked_at_S
Not_Survived,Pclass3,Female,Teenager(9~18),Embarked_at_S
Survived,Pclass2,Female,Middle(41~65),Embarked_at_S
Not_Survived,Pclass3,Male,Kids(0~8),Embarked_at_Q
Survived,Pclass2,Male,Kids(0~8),Embarked_at_S
Not_Survived,Pclass3,Female,Adult(19~40),Embarked_at_S
Survived,Pclass3,Female,Kids(0~8),Embarked_at_C
Not_Survived,Pclass2,Male,Adult(19~40),Embarked_at_S
Survived,Pclass2,Male,Adult(19~40),Embarked_at_S
Survived,Pclass3,Female,Teenager(9~18),Embarked_at_Q
Survived,Pclass1,Male,Adult(19~40),Embarked_at_S
Not_Survived,Pclass3,Female,Kids(0~8),Embarked_at_S
Survived,Pclass3,Female,Adult(19~40),Embarked_at_S
Not_Survived,Pclass3,Male,Kids(0~8),Embarked_at_C
Not_Survived,Pclass1,Male,Adult(19~40),Embarked_at_S
Survived,Pclass3,Female,Kids(0~8),Embarked_at_Q
Not_Survived,Pclass3,Male,Kids(0~8),Embarked_at_S
Not_Survived,Pclass1,Male,Adult(19~40),Embarked_at_C
Survived,Pclass1,Female,Kids(0~8),Embarked_at_C
Survived,Pclass3,Female,Kids(0~8),Embarked_at_Q
Not_Survived,Pclass2,Male,Elder(66~),Embarked_at_S
Not_Survived,Pclass1,Male,Adult(19~40),Embarked_at_C
Not_Survived,Pclass1,Male,Middle(41~65),Embarked_at_S
Survived,Pclass3,Male,Kids(0~8),Embarked_at_C
Not_Survived,Pclass3,Male,Adult(19~40),Embarked_at_S
Not_Survived,Pclass3,Female,Teenager(9~18),Embarked_at_S
Survived,Pclass3,Female,Teenager(9~18),Embarked_at_C
Not_Survived,Pclass3,Female,Adult(19~40),Embarked_at_S
Not_Survived,Pclass2,Female,Adult(19~40),Embarked_at_S
Not_Survived,Pclass3,Male,Kids(0~8),Embarked_at_C
Survived,Pclass2,Female,Kids(0~8),Embarked_at_C
Survived,Pclass3,Female,Adult(19~40),Embarked_at_Q
Not_Survived,Pclass3,Male,Kids(0~8),Embarked_at_S
Not_Survived,Pclass3,Male,Kids(0~8),Embarked_at_Q
Survived,Pclass3,Female,Kids(0~8),Embarked_at_Q
Not_Survived,Pclass3,Male,Kids(0~8),Embarked_at_C
Not_Survived,Pclass3,Female,Teenager(9~18),Embarked_at_S
Not_Survived,Pclass3,Male,Kids(0~8),Embarked_at_S
Not_Survived,Pclass3,Male,Adult(19~40),Embarked_at_S
Survived,Pclass1,Female,Middle(41~65),Embarked_at_C
Survived,Pclass2,Female,Adult(19~40),Embarked_at_S
Not_Survived,Pclass1,Male,Middle(41~65),Embarked_at_C
Survived,Pclass1,Male,Kids(0~8),Embarked_at_S
Survived,Pclass2,Female,Adult(19~40),Embarked_at_S
Not_Survived,Pclass3,Male,Adult(19~40),Embarked_at_C
Survived,Pclass2,Female,Kids(0~8),Embarked_at_S
Not_Survived,Pclass3,Male,Teenager(9~18),Embarked_at_S
Not_Survived,Pclass3,Male,Adult(19~40),Embarked_at_C
Survived,Pclass1,Female,Adult(19~40),Not_Sure_Where_the_Passenger_Embarked_at
Not_Survived,Pclass1,Male,Middle(41~65),Embarked_at_S
Not_Survived,Pclass3,Male,Kids(0~8),Embarked_at_S
Not_Survived,Pclass1,Male,Kids(0~8),Embarked_at_C
Survived,Pclass3,Male,Kids(0~8),Embarked_at_C
Survived,Pclass2,Female,Adult(19~40),Embarked_at_S
Not_Survived,Pclass3,Male,Adult(19~40),Embarked_at_S
Survived,Pclass3,Female,Teenager(9~18),Embarked_at_S
Not_Survived,Pclass3,Male,Adult(19~40),Embarked_at_S
Not_Survived,Pclass2,Male,Adult(19~40),Embarked_at_S
Not_Survived,Pclass3,Female,Teenager(9~18),Embarked_at_S
Not_Survived,Pclass2,Male,Adult(19~40),Embarked_at_S
Not_Survived,Pclass3,Male,Adult(19~40),Embarked_at_C
Survived,Pclass3,Male,Adult(19~40),Embarked_at_S
Not_Survived,Pclass3,Male,Adult(19~40),Embarked_at_S
Not_Survived,Pclass3,Male,Kids(0~8),Embarked_at_S
Not_Survived,Pclass3,Male,Kids(0~8),Embarked_at_S
Survived,Pclass2,Male,Kids(0~8),Embarked_at_S
Survived,Pclass3,Female,Adult(19~40),Embarked_at_S
Not_Survived,Pclass3,Male,Adult(19~40),Embarked_at_S
Survived,Pclass3,Male,Adult(19~40),Embarked_at_S
Survived,Pclass3,Female,Kids(0~8),Embarked_at_Q
Not_Survived,Pclass1,Male,Adult(19~40),Embarked_at_S
Survived,Pclass2,Female,Teenager(9~18),Embarked_at_S
Survived,Pclass3,Female,Adult(19~40),Embarked_at_S
Not_Survived,Pclass3,Male,Teenager(9~18),Embarked_at_S
Not_Survived,Pclass3,Male,Kids(0~8),Embarked_at_S
Survived,Pclass1,Female,Adult(19~40),Embarked_at_S
Not_Survived,Pclass3,Male,Adult(19~40),Embarked_at_S
Not_Survived,Pclass3,Male,Adult(19~40),Embarked_at_S
Not_Survived,Pclass3,Male,Adult(19~40),Embarked_at_S
Not_Survived,Pclass1,Male,Middle(41~65),Embarked_at_S
Not_Survived,Pclass3,Male,Adult(19~40),Embarked_at_S
Not_Survived,Pclass3,Male,Middle(41~65),Embarked_at_S
Not_Survived,Pclass3,Male,Kids(0~8),Embarked_at_S
Not_Survived,Pclass1,Male,Elder(66~),Embarked_at_C
Survived,Pclass1,Male,Adult(19~40),Embarked_at_C
Survived,Pclass2,Female,Adult(19~40),Embarked_at_S
Not_Survived,Pclass2,Male,Adult(19~40),Embarked_at_S
Not_Survived,Pclass3,Female,Adult(19~40),Embarked_at_S
Not_Survived,Pclass3,Male,Kids(0~8),Embarked_at_S
Not_Survived,Pclass1,Male,Adult(19~40),Embarked_at_S
Not_Survived,Pclass3,Male,Adult(19~40),Embarked_at_S
Not_Survived,Pclass3,Male,Adult(19~40),Embarked_at_S
Not_Survived,Pclass3,Male,Adult(19~40),Embarked_at_S
Survived,Pclass3,Female,Adult(19~40),Embarked_at_S
Survived,Pclass3,Male,Kids(0~8),Embarked_at_S
Not_Survived,Pclass3,Male,Adult(19~40),Embarked_at_S
Survived,Pclass3,Female,Kids(0~8),Embarked_at_Q
Not_Survived,Pclass1,Male,Middle(41~65),Embarked_at_S
Not_Survived,Pclass3,Female,Teenager(9~18),Embarked_at_C
Not_Survived,Pclass3,Male,Adult(19~40),Embarked_at_S
Not_Survived,Pclass3,Female,Adult(19~40),Embarked_at_S
Not_Survived,Pclass3,Female,Teenager(9~18),Embarked_at_C
Not_Survived,Pclass3,Male,Adult(19~40),Embarked_at_S
Not_Survived,Pclass3,Male,Elder(66~),Embarked_at_Q
Not_Survived,Pclass2,Male,Adult(19~40),Embarked_at_S
Not_Survived,Pclass1,Male,Adult(19~40),Embarked_at_C
Not_Survived,Pclass3,Female,Kids(0~8),Embarked_at_S
Not_Survived,Pclass2,Male,Adult(19~40),Embarked_at_S
Not_Survived,Pclass3,Male,Kids(0~8),Embarked_at_S
Not_Survived,Pclass2,Male,Adult(19~40),Embarked_at_C
Survived,Pclass2,Female,Adult(19~40),Embarked_at_S
Not_Survived,Pclass1,Male,Middle(41~65),Embarked_at_S
Survived,Pclass3,Male,Teenager(9~18),Embarked_at_C
Not_Survived,Pclass3,Male,Kids(0~8),Embarked_at_Q
Survived,Pclass3,Male,Adult(19~40),Embarked_at_S
Survived,Pclass3,Female,Kids(0~8),Embarked_at_C
Not_Survived,Pclass3,Male,Middle(41~65),Embarked_at_S
Not_Survived,Pclass3,Male,Adult(19~40),Embarked_at_C
Not_Survived,Pclass3,Male,Adult(19~40),Embarked_at_S
Not_Survived,Pclass3,Female,Middle(41~65),Embarked_at_S
Survived,Pclass2,Female,Adult(19~40),Embarked_at_S
Not_Survived,Pclass2,Male,Adult(19~40),Embarked_at_S
Not_Survived,Pclass2,Male,Adult(19~40),Embarked_at_C
Survived,Pclass1,Female,Adult(19~40),Embarked_at_S
Not_Survived,Pclass1,Male,Adult(19~40),Embarked_at_S
Not_Survived,Pclass3,Male,Teenager(9~18),Embarked_at_S
Not_Survived,Pclass1,Male,Adult(19~40),Embarked_at_C
Not_Survived,Pclass3,Female,Kids(0~8),Embarked_at_C
Survived,Pclass3,Female,Adult(19~40),Embarked_at_S
Survived,Pclass3,Female,Adult(19~40),Embarked_at_S
Not_Survived,Pclass3,Male,Adult(19~40),Embarked_at_Q
Not_Survived,Pclass2,Male,Teenager(9~18),Embarked_at_S
Not_Survived,Pclass2,Male,Adult(19~40),Embarked_at_S
Survived,Pclass3,Male,Adult(19~40),Embarked_at_S
Not_Survived,Pclass3,Female,Teenager(9~18),Embarked_at_S
Not_Survived,Pclass2,Male,Adult(19~40),Embarked_at_S
Not_Survived,Pclass2,Male,Middle(41~65),Embarked_at_S
Not_Survived,Pclass2,Male,Middle(41~65),Embarked_at_S
Survived,Pclass1,Female,Adult(19~40),Embarked_at_S
Not_Survived,Pclass3,Male,Middle(41~65),Embarked_at_S
Not_Survived,Pclass3,Male,Adult(19~40),Embarked_at_S
Not_Survived,Pclass3,Male,Kids(0~8),Embarked_at_S
Not_Survived,Pclass1,Male,Middle(41~65),Embarked_at_C
Survived,Pclass3,Female,Teenager(9~18),Embarked_at_Q
Not_Survived,Pclass3,Male,Adult(19~40),Embarked_at_S
Not_Survived,Pclass3,Male,Kids(0~8),Embarked_at_S
Not_Survived,Pclass3,Male,Kids(0~8),Embarked_at_S
Not_Survived,Pclass3,Male,Middle(41~65),Embarked_at_S
Survived,Pclass2,Female,Adult(19~40),Embarked_at_S
Not_Survived,Pclass3,Male,Adult(19~40),Embarked_at_S
Not_Survived,Pclass3,Male,Teenager(9~18),Embarked_at_S
Not_Survived,Pclass3,Male,Kids(0~8),Embarked_at_S
Survived,Pclass3,Male,Teenager(9~18),Embarked_at_S
Survived,Pclass1,Female,Kids(0~8),Embarked_at_S
Not_Survived,Pclass3,Female,Middle(41~65),Embarked_at_S
Not_Survived,Pclass1,Male,Kids(0~8),Embarked_at_S
Not_Survived,Pclass3,Male,Adult(19~40),Embarked_at_S
Not_Survived,Pclass1,Male,Middle(41~65),Embarked_at_S
Not_Survived,Pclass3,Male,Kids(0~8),Embarked_at_Q
Survived,Pclass3,Female,Kids(0~8),Embarked_at_S
Not_Survived,Pclass3,Male,Adult(19~40),Embarked_at_S
Not_Survived,Pclass1,Male,Middle(41~65),Embarked_at_C
Not_Survived,Pclass3,Male,Teenager(9~18),Embarked_at_S
Not_Survived,Pclass3,Male,Kids(0~8),Embarked_at_S
Not_Survived,Pclass1,Female,Middle(41~65),Embarked_at_C
Not_Survived,Pclass2,Male,Adult(19~40),Embarked_at_S
Not_Survived,Pclass3,Male,Adult(19~40),Embarked_at_S
Not_Survived,Pclass3,Female,Kids(0~8),Embarked_at_S
Not_Survived,Pclass2,Male,Kids(0~8),Embarked_at_C
Not_Survived,Pclass3,Male,Teenager(9~18),Embarked_at_S
Survived,Pclass2,Male,Kids(0~8),Embarked_at_S
Survived,Pclass3,Female,Kids(0~8),Embarked_at_S
Not_Survived,Pclass1,Male,Kids(0~8),Embarked_at_S
Survived,Pclass3,Female,Kids(0~8),Embarked_at_Q
Survived,Pclass1,Male,Middle(41~65),Embarked_at_S
Not_Survived,Pclass3,Male,Adult(19~40),Embarked_at_Q
Not_Survived,Pclass3,Male,Adult(19~40),Embarked_at_S
Survived,Pclass2,Female,Adult(19~40),Embarked_at_S
Not_Survived,Pclass2,Male,Adult(19~40),Embarked_at_S
Survived,Pclass3,Female,Adult(19~40),Embarked_at_S
Survived,Pclass2,Male,Kids(0~8),Embarked_at_S
Survived,Pclass1,Female,Middle(41~65),Embarked_at_C
Survived,Pclass1,Female,Middle(41~65),Embarked_at_C
Not_Survived,Pclass3,Male,Kids(0~8),Embarked_at_Q
Not_Survived,Pclass3,Male,Middle(41~65),Embarked_at_S
Survived,Pclass3,Female,Kids(0~8),Embarked_at_Q
Not_Survived,Pclass2,Female,Adult(19~40),Embarked_at_S
Not_Survived,Pclass3,Male,Adult(19~40),Embarked_at_S
Not_Survived,Pclass3,Male,Kids(0~8),Embarked_at_S
Not_Survived,Pclass3,Male,Adult(19~40),Embarked_at_S
Not_Survived,Pclass3,Male,Middle(41~65),Embarked_at_C
Survived,Pclass3,Male,Teenager(9~18),Embarked_at_S
Not_Survived,Pclass3,Female,Kids(0~8),Embarked_at_S
Not_Survived,Pclass3,Male,Adult(19~40),Embarked_at_S
Survived,Pclass3,Male,Adult(19~40),Embarked_at_C
Survived,Pclass3,Female,Teenager(9~18),Embarked_at_Q
Survived,Pclass1,Male,Adult(19~40),Embarked_at_C
Not_Survived,Pclass3,Male,Adult(19~40),Embarked_at_S
Survived,Pclass2,Female,Adult(19~40),Embarked_at_S
Not_Survived,Pclass3,Male,Adult(19~40),Embarked_at_S
Not_Survived,Pclass2,Male,Adult(19~40),Embarked_at_S
Not_Survived,Pclass3,Male,Kids(0~8),Embarked_at_Q
Survived,Pclass1,Female,Adult(19~40),Embarked_at_C
Survived,Pclass3,Female,Adult(19~40),Embarked_at_S
Not_Survived,Pclass2,Male,Middle(41~65),Embarked_at_S
Survived,Pclass1,Female,Adult(19~40),Embarked_at_C
Not_Survived,Pclass2,Male,Adult(19~40),Embarked_at_S
Survived,Pclass3,Male,Teenager(9~18),Embarked_at_S
Not_Survived,Pclass2,Male,Adult(19~40),Embarked_at_S
Not_Survived,Pclass3,Male,Middle(41~65),Embarked_at_S
Not_Survived,Pclass3,Male,Kids(0~8),Embarked_at_S
Survived,Pclass1,Male,Adult(19~40),Embarked_at_S
Not_Survived,Pclass3,Male,Adult(19~40),Embarked_at_S
Survived,Pclass2,Male,Adult(19~40),Embarked_at_S
Not_Survived,Pclass3,Male,Adult(19~40),Embarked_at_S
Not_Survived,Pclass2,Male,Teenager(9~18),Embarked_at_S
Not_Survived,Pclass3,Female,Kids(0~8),Embarked_at_S
Survived,Pclass1,Female,Adult(19~40),Embarked_at_S
Not_Survived,Pclass3,Male,Adult(19~40),Embarked_at_S
Not_Survived,Pclass2,Male,Middle(41~65),Embarked_at_S
Survived,Pclass3,Female,Kids(0~8),Embarked_at_S
Not_Survived,Pclass2,Male,Adult(19~40),Embarked_at_S
Not_Survived,Pclass3,Female,Kids(0~8),Embarked_at_S
Not_Survived,Pclass2,Male,Middle(41~65),Embarked_at_S
Survived,Pclass2,Female,Kids(0~8),Embarked_at_S
Not_Survived,Pclass2,Male,Adult(19~40),Embarked_at_S
Not_Survived,Pclass2,Male,Adult(19~40),Embarked_at_S
Not_Survived,Pclass3,Female,Kids(0~8),Embarked_at_C
Survived,Pclass3,Female,Kids(0~8),Embarked_at_Q
Not_Survived,Pclass2,Male,Adult(19~40),Embarked_at_S
Not_Survived,Pclass3,Male,Adult(19~40),Embarked_at_S
Not_Survived,Pclass3,Male,Adult(19~40),Embarked_at_C
Not_Survived,Pclass1,Male,Middle(41~65),Embarked_at_Q
Not_Survived,Pclass3,Female,Adult(19~40),Embarked_at_S
Survived,Pclass2,Female,Adult(19~40),Embarked_at_S
Survived,Pclass1,Male,Adult(19~40),Embarked_at_S
Not_Survived,Pclass2,Male,Middle(41~65),Embarked_at_S
Not_Survived,Pclass3,Male,Kids(0~8),Embarked_at_S
Not_Survived,Pclass3,Female,Adult(19~40),Embarked_at_S
Not_Survived,Pclass1,Male,Middle(41~65),Embarked_at_S
Not_Survived,Pclass3,Male,Adult(19~40),Embarked_at_S
Not_Survived,Pclass3,Female,Middle(41~65),Embarked_at_S
Survived,Pclass3,Female,Adult(19~40),Embarked_at_C
Survived,Pclass1,Female,Kids(0~8),Embarked_at_C
Survived,Pclass1,Female,Adult(19~40),Embarked_at_S
Survived,Pclass1,Female,Adult(19~40),Embarked_at_C
Survived,Pclass2,Female,Middle(41~65),Embarked_at_S
Not_Survived,Pclass3,Male,Kids(0~8),Embarked_at_Q
Survived,Pclass3,Male,Kids(0~8),Embarked_at_S
Not_Survived,Pclass1,Male,Middle(41~65),Embarked_at_S
Not_Survived,Pclass1,Male,Adult(19~40),Embarked_at_S
Not_Survived,Pclass3,Female,Kids(0~8),Embarked_at_Q
Not_Survived,Pclass2,Male,Adult(19~40),Embarked_at_S
Not_Survived,Pclass3,Male,Teenager(9~18),Embarked_at_S
Survived,Pclass3,Male,Adult(19~40),Embarked_at_S
Survived,Pclass1,Female,Middle(41~65),Embarked_at_S
Survived,Pclass1,Female,Adult(19~40),Embarked_at_S
Not_Survived,Pclass1,Male,Kids(0~8),Embarked_at_S
Survived,Pclass3,Male,Adult(19~40),Embarked_at_S
Survived,Pclass2,Female,Middle(41~65),Embarked_at_S
Not_Survived,Pclass1,Male,Adult(19~40),Embarked_at_C
Survived,Pclass3,Female,Kids(0~8),Embarked_at_Q
Survived,Pclass1,Female,Middle(41~65),Embarked_at_S
Not_Survived,Pclass3,Female,Middle(41~65),Embarked_at_S
Not_Survived,Pclass2,Male,Kids(0~8),Embarked_at_S
Not_Survived,Pclass3,Male,Kids(0~8),Embarked_at_Q
Survived,Pclass3,Female,Adult(19~40),Embarked_at_S
Not_Survived,Pclass3,Male,Middle(41~65),Embarked_at_Q
Not_Survived,Pclass3,Male,Adult(19~40),Embarked_at_S
Not_Survived,Pclass3,Male,Teenager(9~18),Embarked_at_S
Survived,Pclass3,Male,Adult(19~40),Embarked_at_S
Not_Survived,Pclass1,Male,Kids(0~8),Embarked_at_S
Not_Survived,Pclass3,Male,Adult(19~40),Embarked_at_C
Survived,Pclass3,Male,Adult(19~40),Embarked_at_S
Not_Survived,Pclass3,Male,Adult(19~40),Embarked_at_S
Survived,Pclass2,Male,Middle(41~65),Embarked_at_S
Survived,Pclass3,Female,Adult(19~40),Embarked_at_Q
Survived,Pclass1,Female,Adult(19~40),Embarked_at_S
Survived,Pclass1,Female,Adult(19~40),Embarked_at_C
Not_Survived,Pclass2,Male,Adult(19~40),Embarked_at_C
Not_Survived,Pclass3,Female,Adult(19~40),Embarked_at_S
Not_Survived,Pclass3,Male,Adult(19~40),Embarked_at_S
Not_Survived,Pclass1,Male,Kids(0~8),Embarked_at_C
Not_Survived,Pclass3,Male,Adult(19~40),Embarked_at_C
Not_Survived,Pclass1,Female,Kids(0~8),Embarked_at_S
Survived,Pclass1,Male,Kids(0~8),Embarked_at_S
Survived,Pclass1,Female,Middle(41~65),Embarked_at_C
Survived,Pclass3,Female,Kids(0~8),Embarked_at_Q
Survived,Pclass3,Male,Kids(0~8),Embarked_at_Q
Not_Survived,Pclass3,Male,Adult(19~40),Embarked_at_S
Survived,Pclass2,Female,Kids(0~8),Embarked_at_Q
Not_Survived,Pclass3,Male,Kids(0~8),Embarked_at_S
Survived,Pclass1,Male,Kids(0~8),Embarked_at_S
Survived,Pclass1,Female,Kids(0~8),Embarked_at_C
Survived,Pclass1,Female,Teenager(9~18),Embarked_at_C
Not_Survived,Pclass2,Male,Adult(19~40),Embarked_at_C
Survived,Pclass1,Female,Adult(19~40),Embarked_at_C
Survived,Pclass1,Female,Adult(19~40),Embarked_at_C
Survived,Pclass1,Female,Teenager(9~18),Embarked_at_C
Not_Survived,Pclass2,Female,Adult(19~40),Embarked_at_S
Not_Survived,Pclass3,Male,Adult(19~40),Embarked_at_S
Not_Survived,Pclass2,Male,Middle(41~65),Embarked_at_S
Survived,Pclass3,Female,Adult(19~40),Embarked_at_S
Survived,Pclass2,Female,Adult(19~40),Embarked_at_S
Not_Survived,Pclass2,Male,Middle(41~65),Embarked_at_S
Survived,Pclass1,Female,Adult(19~40),Embarked_at_S
Survived,Pclass1,Female,Adult(19~40),Embarked_at_C
Not_Survived,Pclass3,Male,Adult(19~40),Embarked_at_S
Not_Survived,Pclass3,Male,Adult(19~40),Embarked_at_S
Survived,Pclass2,Female,Adult(19~40),Embarked_at_Q
Survived,Pclass2,Female,Adult(19~40),Embarked_at_S
Not_Survived,Pclass3,Male,Kids(0~8),Embarked_at_S
Survived,Pclass1,Female,Adult(19~40),Embarked_at_C
Not_Survived,Pclass3,Male,Middle(41~65),Embarked_at_S
Survived,Pclass2,Female,Adult(19~40),Embarked_at_S
Survived,Pclass3,Female,Adult(19~40),Embarked_at_S
Survived,Pclass1,Female,Teenager(9~18),Embarked_at_C
Survived,Pclass3,Female,Kids(0~8),Embarked_at_Q
Not_Survived,Pclass1,Male,Middle(41~65),Embarked_at_S
Not_Survived,Pclass1,Male,Adult(19~40),Embarked_at_S
Not_Survived,Pclass3,Male,Teenager(9~18),Embarked_at_S
Survived,Pclass1,Female,Kids(0~8),Embarked_at_S
Not_Survived,Pclass3,Male,Kids(0~8),Embarked_at_S
Not_Survived,Pclass1,Male,Adult(19~40),Embarked_at_S
Survived,Pclass1,Female,Middle(41~65),Embarked_at_C
Survived,Pclass3,Male,Middle(41~65),Embarked_at_S
Not_Survived,Pclass1,Male,Middle(41~65),Embarked_at_S
Survived,Pclass2,Male,Kids(0~8),Embarked_at_S
Survived,Pclass1,Female,Adult(19~40),Embarked_at_S
Not_Survived,Pclass2,Male,Adult(19~40),Embarked_at_S
Not_Survived,Pclass2,Male,Adult(19~40),Embarked_at_S
Not_Survived,Pclass2,Male,Adult(19~40),Embarked_at_S
Survived,Pclass2,Female,Adult(19~40),Embarked_at_S
Survived,Pclass2,Female,Adult(19~40),Embarked_at_S
Survived,Pclass3,Female,Kids(0~8),Embarked_at_S
Survived,Pclass3,Male,Kids(0~8),Embarked_at_S
Not_Survived,Pclass3,Male,Middle(41~65),Embarked_at_S
Not_Survived,Pclass3,Male,Adult(19~40),Embarked_at_S
Not_Survived,Pclass1,Male,Kids(0~8),Embarked_at_S
Not_Survived,Pclass3,Male,Teenager(9~18),Embarked_at_C
Not_Survived,Pclass3,Male,Adult(19~40),Embarked_at_S
Not_Survived,Pclass3,Male,Kids(0~8),Embarked_at_C
Not_Survived,Pclass3,Male,Adult(19~40),Embarked_at_S
Survived,Pclass1,Female,Adult(19~40),Embarked_at_S
Not_Survived,Pclass2,Female,Adult(19~40),Embarked_at_S
Survived,Pclass3,Female,Kids(0~8),Embarked_at_Q
Survived,Pclass3,Female,Kids(0~8),Embarked_at_Q
Not_Survived,Pclass3,Male,Adult(19~40),Embarked_at_S
Not_Survived,Pclass2,Male,Adult(19~40),Embarked_at_C
Not_Survived,Pclass3,Female,Middle(41~65),Embarked_at_C
Not_Survived,Pclass3,Male,Adult(19~40),Embarked_at_S
Not_Survived,Pclass3,Male,Kids(0~8),Embarked_at_Q
Not_Survived,Pclass3,Male,Adult(19~40),Embarked_at_S
Survived,Pclass1,Female,Middle(41~65),Embarked_at_C
Survived,Pclass3,Female,Kids(0~8),Embarked_at_C
Survived,Pclass3,Female,Kids(0~8),Embarked_at_Q
Survived,Pclass1,Female,Adult(19~40),Embarked_at_C
Survived,Pclass1,Male,Adult(19~40),Embarked_at_C
Not_Survived,Pclass3,Male,Teenager(9~18),Embarked_at_S
Not_Survived,Pclass3,Male,Adult(19~40),Embarked_at_S
Not_Survived,Pclass1,Male,Adult(19~40),Embarked_at_C
Not_Survived,Pclass3,Female,Kids(0~8),Embarked_at_S
Survived,Pclass1,Female,Kids(0~8),Embarked_at_C
Survived,Pclass3,Female,Adult(19~40),Embarked_at_S
